0.000000000000000000e+00 1.522547122247890456e+02 2.835087744875382327e+02 0.000000000000000000e+00 1.522547122247890456e+02 2.835087744875382327e+02 0.000000000000000000e+00 1.522547122247890456e+02 2.835087744875382327e+02 7.300000000000000000e+02
0.000000000000000000e+00 2.533466834553439924e+02 3.650000000000000000e+02 0.000000000000000000e+00 2.533466834553439924e+02 3.650000000000000000e+02 0.000000000000000000e+00 2.533466834553439924e+02 3.650000000000000000e+02 7.300000000000000000e+02
0.000000000000000000e+00 2.385831286221017535e+02 3.650000000000000000e+02 0.000000000000000000e+00 2.385831286221017535e+02 3.650000000000000000e+02 0.000000000000000000e+00 2.385831286221017535e+02 3.650000000000000000e+02 7.300000000000000000e+02
0.000000000000000000e+00 1.536067118984674948e+02 2.860262911212842596e+02 0.000000000000000000e+00 1.536067118984674948e+02 2.860262911212842596e+02 0.000000000000000000e+00 1.536067118984674948e+02 2.860262911212842596e+02 7.300000000000000000e+02
0.000000000000000000e+00 1.759353030947012826e+02 3.276036678315127233e+02 0.000000000000000000e+00 1.759353030947012826e+02 3.276036678315127233e+02 0.000000000000000000e+00 1.759353030947012826e+02 3.276036678315127233e+02 7.300000000000000000e+02
0.000000000000000000e+00 1.720967410190697535e+02 3.204560005182678424e+02 0.000000000000000000e+00 1.720967410190697535e+02 3.204560005182678424e+02 0.000000000000000000e+00 1.720967410190697535e+02 3.204560005182678424e+02 7.300000000000000000e+02
0.000000000000000000e+00 1.239787850099519630e+02 2.308570479495656969e+02 0.000000000000000000e+00 1.239787850099519630e+02 2.308570479495656969e+02 0.000000000000000000e+00 1.239787850099519630e+02 2.308570479495656969e+02 7.300000000000000000e+02
0.000000000000000000e+00 1.158433856085784868e+02 2.157083732021806384e+02 0.000000000000000000e+00 1.158433856085784868e+02 2.157083732021806384e+02 0.000000000000000000e+00 1.158433856085784868e+02 2.157083732021806384e+02 7.300000000000000000e+02
0.000000000000000000e+00 7.434582070236500329e+01 1.387788653110813186e+02 0.000000000000000000e+00 7.434582070236500329e+01 1.387788653110813186e+02 0.000000000000000000e+00 7.434582070236500329e+01 1.387788653110813186e+02 6.839815504617580473e+02
0.000000000000000000e+00 5.260078683707028091e+01 9.818813542919785675e+01 0.000000000000000000e+00 5.260078683707028091e+01 9.818813542919785675e+01 0.000000000000000000e+00 5.260078683707028091e+01 9.818813542919785675e+01 4.839272389010465645e+02
0.000000000000000000e+00 1.097340049902320800e+02 2.048368093150998845e+02 0.000000000000000000e+00 1.097340049902320800e+02 2.048368093150998845e+02 0.000000000000000000e+00 1.097340049902320800e+02 2.048368093150998845e+02 7.300000000000000000e+02
0.000000000000000000e+00 7.681623530444365144e+01 1.433903059016281532e+02 0.000000000000000000e+00 7.681623530444365144e+01 1.433903059016281532e+02 0.000000000000000000e+00 7.681623530444365144e+01 1.433903059016281532e+02 7.067093648008815308e+02
0.000000000000000000e+00 7.298492477062927719e+01 1.362385262385079727e+02 0.000000000000000000e+00 7.298492477062927719e+01 1.362385262385079727e+02 0.000000000000000000e+00 7.298492477062927719e+01 1.362385262385079727e+02 6.714613078897892819e+02
0.000000000000000000e+00 8.233066779677717761e+01 1.536839132206507088e+02 0.000000000000000000e+00 8.233066779677717761e+01 1.536839132206507088e+02 0.000000000000000000e+00 8.233066779677717761e+01 1.536839132206507088e+02 7.300000000000000000e+02
0.000000000000000000e+00 9.990141581313915253e+01 1.864826428511930771e+02 0.000000000000000000e+00 9.990141581313915253e+01 1.864826428511930771e+02 0.000000000000000000e+00 9.990141581313915253e+01 1.864826428511930771e+02 7.300000000000000000e+02
0.000000000000000000e+00 6.111037012181959227e+01 1.140726908940632285e+02 0.000000000000000000e+00 6.111037012181959227e+01 1.140726908940632285e+02 0.000000000000000000e+00 6.111037012181959227e+01 1.140726908940632285e+02 5.622154051207402290e+02
0.000000000000000000e+00 8.994610575059525104e+01 1.678993974011111447e+02 0.000000000000000000e+00 8.994610575059525104e+01 1.678993974011111447e+02 0.000000000000000000e+00 8.994610575059525104e+01 1.678993974011111447e+02 7.300000000000000000e+02
0.000000000000000000e+00 5.943096708478512369e+01 1.109378052249322195e+02 0.000000000000000000e+00 5.943096708478512369e+01 1.109378052249322195e+02 0.000000000000000000e+00 5.943096708478512369e+01 1.109378052249322195e+02 5.467648971800231266e+02
0.000000000000000000e+00 8.380748077724634015e+01 1.564406307841931891e+02 0.000000000000000000e+00 8.380748077724634015e+01 1.564406307841931891e+02 0.000000000000000000e+00 8.380748077724634015e+01 1.564406307841931891e+02 7.300000000000000000e+02
0.000000000000000000e+00 1.192883319555901380e+02 2.226715529837682652e+02 0.000000000000000000e+00 1.192883319555901380e+02 2.226715529837682652e+02 0.000000000000000000e+00 1.192883319555901380e+02 2.226715529837682652e+02 7.300000000000000000e+02
