-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-2.025931151008064472e-03,-2.308070955596696130e-03,-4.709155056479132160e-04,-2.684903225280234340e-03,-1.399043745020798514e-03,-1.194747075200294252e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-4.160598709438519051e-04,-8.063304050125697734e-04,-1.344139275567063797e-03,-6.089040817597039974e-04,-1.832456475148387751e-03,-2.726803623656241099e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-5.667555834617585666e-04,-1.277892122809347851e-03,-1.858654043714501802e-03,-1.936935799382375704e-03,-3.317101393310385813e-03,-4.109931609678657213e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.777430584720730584e-03,-5.223752523590118870e-04,-1.823719253347940404e-03,-5.931861928685037153e-04,-4.126625915962157769e-03,-7.306498851829022279e-04,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.606161204663655862e-03,-1.285860382094388462e-03,-1.011179828664992382e-03,-2.115134252463129680e-03,-6.119524131804033283e-04,-1.427198941084604523e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.167628065345754180e-03,-6.844719918111917415e-04,-7.481901057178216808e-04,-8.659629922539269871e-04,-1.652091597041596346e-03,-5.999146119834835320e-04,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-5.356984243501490203e-04,-1.563938506149860483e-03,-2.422879340092031972e-04,-1.007228901259349472e-03,-1.822393406825630535e-03,-3.152589674456434624e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.698068263103963589e-03,-5.140572562936793688e-04,-5.641885915031030893e-04,-1.636306123605674873e-03,-1.930355713238250063e-03,-1.004865667042754767e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-5.953379763634454244e-04,-7.992517085270225974e-04,-6.136673056268642347e-04,-3.452242854802221308e-04,-4.685028186622528239e-04,-1.045884164891436622e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-2.145052197556616188e-03,-6.257943636700318522e-04,-1.212307923733970533e-03,-3.104655350011385328e-03,-5.870130358687809802e-04,-1.296932450702694122e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-6.688895680704660864e-04,-3.047581150688655400e-04,-6.577353055042886457e-04,-1.388102400964285645e-03,-4.658794920405329274e-04,-2.885369955042261896e-04,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-6.040517018079798748e-04,-1.249765720084292011e-03,-1.337067667518588741e-03,-2.957196934244581479e-03,-1.988037986692782391e-03,-2.955433303312760256e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.233940066244293031e-03,-1.860510434319534228e-03,-9.212509813906195714e-04,-3.344421151499330207e-03,-5.097230348968317471e-04,-3.562917252147589781e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-3.714408687167597770e-04,-7.970097736841822572e-04,-4.758547966028096507e-04,-2.962123654910268911e-03,-1.564416235206093214e-03,-4.768191735865181147e-04,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-5.341106676580591227e-04,-3.941054794371350208e-04,-1.573799848806180582e-03,-1.034875435101022039e-03,-6.008629053112874915e-04,-1.596504786695891048e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-2.071768725455391542e-04,-7.770385279614568574e-04,-2.315272707045160213e-04,-3.416530960629657722e-04,-6.955860520108596940e-04,-9.424886445183196888e-04,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-2.517173088123668889e-04,-3.293086804844829428e-04,-7.905070007967635601e-04,-2.150963873565020761e-03,-2.413591641529860138e-03,-8.929421626780956883e-04,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.362847617408260677e-04,-7.240974051637141459e-04,-1.740461018986546823e-04,-1.186326037159426278e-03,-1.705167379803578399e-03,-4.083163711379319497e-04,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.237214877976239118e-04,-2.025440981274510474e-04,-2.407033758073637601e-04,-2.654729408995728222e-04,-4.234909023479736844e-04,-1.263295436745286637e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-7.057088808103540020e-04,-2.950280089327808608e-04,-1.888459078138658947e-04,-1.651894022757464638e-03,-1.469342539444352036e-03,-1.103501760090900381e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-7.983259643094703937e-04,-8.292154323589281820e-04,-4.283705739162143450e-03,-2.929202548148952551e-03,-4.279339904023827211e-03,-7.957603336357770354e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-8.973400225783773705e-04,-2.002222083614092329e-03,-3.726237210411095097e-04,-3.259677664973382669e-03,-1.030617533247637184e-03,-2.386126341344856159e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-4.174837499567222803e-04,-1.418642986137560839e-03,-5.406866600064895315e-04,-2.690198543422203485e-03,-9.091962301280064138e-04,-5.719940547948652995e-04,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.307020360586811161e-03,-2.187137370699749131e-03,-2.314449809353808906e-03,-7.618694544709881007e-03,-4.366789305253014966e-03,-7.144747335548100493e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.165751424010547403e-03,-4.916132075480127497e-04,-7.527398471512265462e-04,-1.247319463629264092e-03,-3.027618202377412504e-04,-2.266732314372484677e-03,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-6.015756824146126919e-04,-3.166992793276183116e-04,-1.015398664052815812e-03,-7.237425689900864757e-04,-5.683616242183972154e-04,-5.178254851615132553e-04,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-7.720324938170128586e-04,-1.856410562405481305e-03,-6.572412859196686153e-04,-3.751987913361080375e-03,-4.098402642661700020e-03,-5.145240167180205586e-04,0.000000000000000000e+00
